"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,,"paging",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free","in","out"
99.0864,0.633,0.12025,0,0.0078125,0.152531,3.78957e+07,234496,4635.34,15369.4,7.45936e+09,4.50547e+06,1.45755e+09,1.21097e+10,0,0,
98.7361,0.802437,0.303219,0,0.011625,0.146781,4.47086e+07,272896,4588.97,8057.03,7.45982e+09,4.54067e+06,1.47867e+09,1.2088e+10,0,0,
98.7896,0.578562,0.45475,0,0.00390625,0.173187,4.55593e+07,285440,2340.16,4829.09,7.45966e+09,4.57664e+06,1.50047e+09,1.20664e+10,0,0,
98.7993,0.736563,0.281688,0,0.0117188,0.170906,4.39107e+07,261632,4731.34,9988.03,7.46032e+09,4.60518e+06,1.5214e+09,1.20448e+10,0,0,
98.9818,0.69975,0.163062,0.00390625,0.0117188,0.139875,4.44621e+07,423168,5496.44,13844.9,7.4601e+09,4.6336e+06,1.54307e+09,1.20233e+10,0,0,
99.1614,0.589094,0.0685,0,0.00390625,0.17725,4.8543e+07,170240,2758.03,9472.88,7.46147e+09,4.66714e+06,1.56615e+09,1.19988e+10,0,0,
98.8769,0.834438,0.140469,0.00390625,0,0.144313,4.25413e+07,288512,4550.34,5005.22,7.46156e+09,4.69517e+06,1.58622e+09,1.19786e+10,0,0,
98.8407,0.711719,0.257844,0,0.0195312,0.170375,4.75172e+07,223232,4968.16,6980.16,7.46156e+09,4.72653e+06,1.60917e+09,1.19556e+10,0,0,
99.0725,0.649437,0.0933125,0.0078125,0.0192812,0.157781,4.46682e+07,255488,2640.28,11577.2,7.46317e+09,4.75546e+06,1.63089e+09,1.19323e+10,0,0,
98.6687,0.751969,0.407844,0,0.011625,0.159938,4.62602e+07,409344,3927.53,7643.25,7.46357e+09,4.78566e+06,1.6527e+09,1.191e+10,0,0,
98.8437,0.641781,0.351281,0,0.00390625,0.159437,4.37809e+07,220160,4608.38,12338.5,7.46295e+09,4.81651e+06,1.67361e+09,1.18897e+10,0,0,
98.9997,0.686844,0.15525,0,0.003625,0.154781,4.71729e+07,220160,1825.5,4296.56,7.46335e+09,4.85171e+06,1.69657e+09,1.18663e+10,0,0,
99.0155,0.678875,0.123188,0,0.02325,0.159219,4.26964e+07,380416,3567.31,4333.5,7.46338e+09,4.87974e+06,1.71677e+09,1.18461e+10,0,0,
99.0383,0.644406,0.149219,0,0.00390625,0.164188,4.42906e+07,374528,4802.12,8055.22,7.46406e+09,4.91046e+06,1.7379e+09,1.18242e+10,0,0,
98.8286,0.596062,0.389312,0,0.0117188,0.174594,4.65859e+07,503552,2707.69,4879.19,7.46419e+09,4.94208e+06,1.76044e+09,1.18015e+10,0,0,
98.806,0.639,0.400969,0,0.00390625,0.150125,4.46103e+07,216064,3626.75,3628.25,7.46301e+09,4.97446e+06,1.78165e+09,1.17814e+10,0,0,
99.06,0.637188,0.116687,0,0.007625,0.178531,4.22943e+07,301568,4767.28,5141.81,7.46318e+09,5.00403e+06,1.80185e+09,1.1761e+10,0,0,
99.0246,0.627094,0.156469,0.00390625,0.0155,0.1725,4.79107e+07,243456,2137.81,3543.34,7.46309e+09,5.03642e+06,1.82482e+09,1.17381e+10,0,0,
98.8021,0.714125,0.314031,0,0.00390625,0.165969,4.70095e+07,393472,3372.38,4220.66,7.46491e+09,5.07162e+06,1.84745e+09,1.17137e+10,0,0,
98.8737,0.8495,0.096125,0,0.00390625,0.176719,4.63677e+07,337408,4343.44,4288.72,7.46622e+09,5.10003e+06,1.86962e+09,1.16901e+10,0,0,
98.7967,0.696344,0.366813,0.00390625,0.0078125,0.128594,3.82717e+07,240896,1660.5,3425.84,7.46709e+09,5.1264e+06,1.88784e+09,1.1671e+10,0,0,
99.0623,0.679469,0.103438,0,0.00746875,0.147344,4.39442e+07,305152,3336,7015.44,7.46855e+09,5.1575e+06,1.90875e+09,1.16486e+10,0,0,
98.5278,0.876719,0.421188,0,0.0117188,0.162656,4.34964e+07,178432,4768.28,4722.47,7.46978e+09,5.18656e+06,1.92959e+09,1.16265e+10,0,0,
98.8325,0.761219,0.247906,0,0.00390625,0.154594,4.4416e+07,323584,7238.25,4187.81,7.47046e+09,5.21741e+06,1.95097e+09,1.16044e+10,0,0,
98.4652,0.916688,0.408344,0,0.0115,0.198344,5.18804e+07,359680,8337.88,5446.84,7.47125e+09,5.24979e+06,1.97618e+09,1.15784e+10,0,0,
98.7787,0.872563,0.178375,0,0.00390625,0.1665,5.03183e+07,187648,4967.84,6675.38,7.47188e+09,5.2832e+06,2.00007e+09,1.15539e+10,0,0,
99.0753,0.619906,0.141938,0,0.0038125,0.159187,4.08289e+07,282368,19576.2,13291.1,7.47289e+09,5.31098e+06,2.01945e+09,1.15334e+10,0,0,
99.0509,0.560625,0.241344,0.00390625,0.0195312,0.123844,3.84187e+07,208384,3463.41,16370.5,7.47409e+09,5.33939e+06,2.03759e+09,1.15141e+10,0,0,
98.5442,0.739906,0.568937,0.0078125,0.0078125,0.131375,3.86929e+07,330240,22300.7,20562.8,7.45103e+09,5.36563e+06,2.05623e+09,1.15185e+10,0,0,
98.6112,0.705844,0.515406,0,0.015625,0.152219,4.19587e+07,328704,28110.7,32183,7.45198e+09,5.3952e+06,2.07607e+09,1.14976e+10,0,0,
98.5794,0.763375,0.443813,0.003625,0.0152187,0.194656,4.67031e+07,281344,24498.7,23109.5,7.4307e+09,5.43066e+06,2.09871e+09,1.14962e+10,0,0,
97.7517,0.9145,1.12031,0.015625,0.0114687,0.186531,4.96108e+07,379648,50910.8,47020.6,7.37771e+09,5.46483e+06,2.12246e+09,1.15254e+10,0,0,
97.9544,0.702656,1.17622,0,0,0.166781,4.28547e+07,305152,47596.2,51214.2,7.35618e+09,5.49414e+06,2.14268e+09,1.15267e+10,0,0,
98.5303,0.808906,0.501969,0.00390625,0.00390625,0.151156,3.37748e+07,484096,87669,51645.5,7.36456e+09,5.51987e+06,2.15847e+09,1.15025e+10,0,0,
98.284,0.929437,0.62725,0.0273438,0.0115625,0.1205,3.16585e+07,432128,62804.3,42787.2,7.34416e+09,5.54906e+06,2.17332e+09,1.15081e+10,0,0,
97.2664,1.16078,1.35159,0.0467812,0.015625,0.158969,3.59053e+07,281600,91762.2,132750,7.20837e+09,5.5872e+06,2.19021e+09,1.16269e+10,0,0,
95.9441,1.28059,2.56547,0.0429062,0.015625,0.151406,3.3481e+07,384512,88395.2,85026.7,7.01506e+09,5.62675e+06,2.20573e+09,1.18047e+10,0,0,
95.8035,1.60263,2.41837,0.0273438,0.00390625,0.144313,2.97436e+07,296192,120639,141732,6.90911e+09,5.65811e+06,2.21912e+09,1.18972e+10,0,0,
95.3185,1.67247,2.78772,0.0507188,0.0153437,0.155219,2.93535e+07,445440,119969,136184,6.64638e+09,5.68998e+06,2.23267e+09,1.21463e+10,0,0,
94.4038,2.06509,3.30062,0.058875,0.0078125,0.163781,2.81436e+07,497152,154661,147660,6.489e+09,5.7216e+06,2.24521e+09,1.22912e+10,0,0,
93.4035,2.32162,4.05813,0.0659688,0.0195,0.131438,2.05906e+07,364288,139544,184188,6.13473e+09,5.75386e+06,2.25392e+09,1.26367e+10,0,0,
93.224,2.43819,4.15866,0.0702813,0.00778125,0.101187,1.986e+07,485120,138397,135958,5.76626e+09,5.78688e+06,2.26229e+09,1.29968e+10,0,0,
93.1379,2.943,3.68978,0.0619688,0.0234375,0.143969,1.96966e+07,436480,101625,162552,5.52639e+09,5.82195e+06,2.27056e+09,1.32283e+10,0,0,
93.3172,3.2965,3.21309,0.0539688,0.0153125,0.103906,1.4903e+07,482560,128479,134618,5.22549e+09,5.84973e+06,2.27599e+09,1.35237e+10,0,0,
91.3859,3.71137,4.75634,0.015625,0.0117188,0.119219,1.52092e+07,699136,86900.2,175533,4.76566e+09,5.88365e+06,2.28183e+09,1.39777e+10,0,0,
91.9694,4.07481,3.75353,0.0620937,0.00390625,0.136219,1.49135e+07,479744,142542,148191,4.37678e+09,5.91936e+06,2.28743e+09,1.4361e+10,0,0,
92.1489,4.42347,3.21584,0.0535938,0.0114687,0.146687,1.62578e+07,576512,181167,156538,4.02072e+09,5.95187e+06,2.294e+09,1.47104e+10,0,0,
93.2747,4.19256,2.30491,0.0428125,0.0194687,0.165719,1.83885e+07,832512,172735,153142,3.56442e+09,5.98426e+06,2.30158e+09,1.51591e+10,0,0,
92.6763,3.99012,3.05531,0.073375,0.0234062,0.181531,2.00602e+07,753152,290166,145650,3.47884e+09,6.01882e+06,2.31022e+09,1.5236e+10,0,0,
93.6958,4.05447,2.01309,0.0460938,0.0272812,0.163406,2.24212e+07,791296,211917,149720,3.50662e+09,6.04698e+06,2.32007e+09,1.51983e+10,0,0,
93.7341,3.68406,2.35303,0.0350312,0.0078125,0.186031,2.20856e+07,490496,199940,148056,3.35309e+09,6.07475e+06,2.32983e+09,1.53421e+10,0,0,
92.9161,3.59338,3.20722,0.0935,0.019375,0.170531,2.35328e+07,501248,180127,143423,3.36713e+09,6.10598e+06,2.34042e+09,1.53174e+10,0,0,
91.9966,3.39988,4.34325,0.05375,0.0307187,0.176,2.77658e+07,461312,175262,148368,3.52059e+09,6.13658e+06,2.35333e+09,1.5151e+10,0,0,
91.6155,3.28544,4.80822,0.0660625,0.0307812,0.193844,3.44351e+07,514304,116192,117357,3.72151e+09,6.16448e+06,2.36952e+09,1.49339e+10,0,0,
91.455,2.88887,5.40309,0.0545937,0.0078125,0.19075,3.69103e+07,513792,122642,111184,3.95483e+09,6.19674e+06,2.38706e+09,1.4683e+10,0,0,
90.8027,2.49675,6.43828,0.0814063,0.0078125,0.173031,3.5796e+07,328448,103538,86390.4,4.17585e+09,6.22605e+06,2.40407e+09,1.44449e+10,0,0,
89.3176,2.12616,8.31572,0.0662812,0.0078125,0.166437,3.99542e+07,262912,129268,83409.1,4.36473e+09,6.25574e+06,2.42318e+09,1.42369e+10,0,0,
87.6827,2.16128,9.8215,0.140375,0.0195312,0.174687,3.79233e+07,261888,80171.3,72512.3,4.55252e+09,6.28621e+06,2.44107e+09,1.40312e+10,0,0,
84.8839,1.78972,13.1047,0.0583437,0.0195312,0.144062,3.75304e+07,327680,45670.4,46031.2,4.69834e+09,6.31232e+06,2.45879e+09,1.38676e+10,0,0,
85.0609,1.47459,13.2936,0.0272812,0.00740625,0.136188,3.37938e+07,318208,21126.6,30708.6,4.8463e+09,6.33574e+06,2.47463e+09,1.37038e+10,0,0,
86.5326,1.157,12.1584,0.0351875,0.0078125,0.109219,2.6657e+07,124160,19699.2,19539.2,4.95634e+09,6.3561e+06,2.4869e+09,1.35815e+10,0,0,
86.054,1.14272,12.6668,0.03125,0,0.105313,2.85798e+07,212736,18474.4,14753.5,5.08569e+09,6.3776e+06,2.50038e+09,1.34386e+10,0,0,
83.9352,1.29497,14.5397,0.0702813,0.0078125,0.152125,3.41466e+07,163328,60484.8,18703.9,5.17016e+09,6.40243e+06,2.51641e+09,1.33381e+10,0,0,
83.639,1.15469,14.9976,0.0692187,0.0117188,0.127906,3.73732e+07,286208,14892.5,11476.4,5.28058e+09,6.4279e+06,2.53415e+09,1.32099e+10,0,0,
84.726,1.09569,13.9962,0.0195312,0.0116875,0.150969,3.75124e+07,287744,7820.31,7238.44,5.38126e+09,6.45478e+06,2.55192e+09,1.30914e+10,0,0,
84.6966,1.10259,13.9988,0.0507187,0.0078125,0.143719,3.74902e+07,95232,5142.88,5774.44,5.47238e+09,6.48051e+06,2.56985e+09,1.29824e+10,0,0,
