"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,,"paging",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free","in","out"
58.0633,5.25825,22.0322,12.9287,0.116625,1.60094,6.67003e+07,2.29318e+08,2.50504e+07,2.43337e+07,2.91207e+09,2.90534e+07,4.69651e+09,1.33935e+10,0,0,
52.2772,4.27787,24.6733,16.9949,0.1365,1.64044,9.31021e+07,2.29299e+08,2.56147e+07,2.77881e+07,3.05859e+09,2.9129e+07,4.74268e+09,1.32007e+10,0,0,
49.5583,4.78981,26.4017,17.6315,0.116344,1.50216,1.01467e+08,2.3116e+08,2.81892e+07,2.625e+07,3.1506e+09,2.92128e+07,4.80812e+09,1.30432e+10,0,0,
48.9464,5.58703,28.0252,15.9556,0.0945,1.39134,1.09957e+08,2.11682e+08,2.29426e+07,2.31827e+07,3.19118e+09,2.93059e+07,4.88704e+09,1.29236e+10,0,0,
46.5564,3.99972,34.8214,13.2587,0.0933125,1.27041,1.0035e+08,1.84431e+08,2.04024e+07,1.78797e+07,3.27877e+09,2.93961e+07,4.96076e+09,1.27622e+10,0,0,
46.9185,4.66781,35.144,11.9194,0.0932812,1.25703,8.58752e+07,1.88416e+08,2.07411e+07,2.37776e+07,3.37584e+09,2.94952e+07,5.04436e+09,1.25814e+10,0,0,
44.3725,5.68078,36.3861,12.3008,0.117062,1.14256,1.03105e+08,1.81967e+08,2.13683e+07,1.72028e+07,3.44193e+09,2.96173e+07,5.15111e+09,1.24084e+10,0,0,
43.0368,5.33703,37.3793,12.7941,0.101219,1.35141,1.29443e+08,1.67855e+08,2.01839e+07,2.24428e+07,3.56583e+09,2.97418e+07,5.25881e+09,1.21767e+10,0,0,
47.9102,5.78137,34.9736,9.90216,0.108594,1.32397,1.29541e+08,1.27936e+08,2.73189e+07,2.45129e+07,3.65311e+09,2.98702e+07,5.35219e+09,1.19959e+10,0,0,
46.4351,4.58778,38.3451,9.35388,0.0857813,1.19241,1.17591e+08,7.68837e+07,2.44232e+07,2.51127e+07,3.73227e+09,2.99896e+07,5.43839e+09,1.18304e+10,0,0,
49.5067,5.02147,37.2339,7.05609,0.10125,1.08081,1.00992e+08,6.33234e+07,2.13455e+07,2.22646e+07,3.8121e+09,3.01248e+07,5.55536e+09,1.16335e+10,0,0,
46.3255,5.45075,37.921,8.94022,0.0935,1.26916,1.19434e+08,1.014e+08,2.52707e+07,2.61506e+07,3.87647e+09,3.02643e+07,5.67996e+09,1.14444e+10,0,0,
46.4967,5.51556,36.3565,10.3286,0.08975,1.21316,1.21177e+08,1.53147e+08,2.48396e+07,2.56365e+07,3.93151e+09,3.04069e+07,5.80987e+09,1.12593e+10,0,0,
45.2395,4.939,38.9174,9.42,0.113094,1.37128,1.1346e+08,1.2835e+08,2.49759e+07,2.55221e+07,4.00158e+09,3.05367e+07,5.92381e+09,1.10752e+10,0,0,
44.6051,4.88641,41.7562,7.45291,0.0934062,1.20622,9.70225e+07,9.07899e+07,3.13359e+07,2.62886e+07,4.05155e+09,3.06685e+07,6.03062e+09,1.09182e+10,0,0,
41.9731,4.87003,43.4348,8.56312,0.066375,1.09272,9.02961e+07,9.73146e+07,2.52843e+07,2.13184e+07,4.10952e+09,3.07968e+07,6.14728e+09,1.07435e+10,0,0,
40.0255,4.53944,46.3255,8.02531,0.0741875,1.01022,8.6078e+07,9.42451e+07,2.14057e+07,2.1873e+07,4.15194e+09,3.09216e+07,6.26114e+09,1.05871e+10,0,0,
43.6354,5.68963,41.4925,8.04694,0.0858125,1.04959,7.67572e+07,1.55938e+08,1.97311e+07,2.02822e+07,4.20475e+09,3.10486e+07,6.36253e+09,1.04328e+10,0,0,
44.5326,5.40459,40.7234,8.18981,0.0740313,1.07569,6.89556e+07,1.61064e+08,2.23188e+07,1.90711e+07,4.28129e+09,3.1177e+07,6.47828e+09,1.02403e+10,0,0,
42.313,5.92241,40.9438,9.71975,0.0739687,1.02734,5.5276e+07,1.41174e+08,1.88508e+07,2.22752e+07,4.25891e+09,3.13256e+07,6.56759e+09,1.01733e+10,0,0,
