4 sys 0m1.706s
8 sys 0m1.440s
16 sys 0m0.925s
32 sys 0m0.690s
64 sys 0m0.508s
128 sys 0m0.499s
256 sys 0m0.479s
512 sys 0m0.391s
1024 sys 0m0.422s
2048 358.777
