4 sys 0m1.740s
8 sys 0m1.596s
16 sys 0m1.171s
32 sys 0m0.947s
64 sys 0m0.694s
128 sys 0m0.690s
256 sys 0m0.605s
512 sys 0m0.626s
1024 sys 0m0.446s
2048 886.171
