16/08/15 16:48:50 INFO client.RMProxy: Connecting to ResourceManager at ravenleader/192.168.1.201:58032
16/08/15 16:48:51 INFO input.FileInputFormat: Total input paths to process : 1
16/08/15 16:48:52 INFO mapreduce.JobSubmitter: number of splits:7989
16/08/15 16:48:52 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1470891827491_0095
16/08/15 16:48:53 INFO impl.YarnClientImpl: Submitted application application_1470891827491_0095
16/08/15 16:48:53 INFO mapreduce.Job: The url to track the job: http://ravenleader:58088/proxy/application_1470891827491_0095/
16/08/15 16:48:53 INFO mapreduce.Job: Running job: job_1470891827491_0095
16/08/15 16:49:03 INFO mapreduce.Job: Job job_1470891827491_0095 running in uber mode : false
16/08/15 16:49:03 INFO mapreduce.Job:  map 0% reduce 0%
16/08/15 16:49:23 INFO mapreduce.Job:  map 1% reduce 0%
16/08/15 16:49:24 INFO mapreduce.Job:  map 2% reduce 0%
16/08/15 16:49:32 INFO mapreduce.Job:  map 3% reduce 0%
16/08/15 16:49:44 INFO mapreduce.Job:  map 4% reduce 0%
16/08/15 16:49:49 INFO mapreduce.Job:  map 5% reduce 0%
16/08/15 16:49:55 INFO mapreduce.Job:  map 6% reduce 0%
16/08/15 16:50:06 INFO mapreduce.Job:  map 7% reduce 0%
16/08/15 16:50:12 INFO mapreduce.Job:  map 8% reduce 0%
16/08/15 16:50:18 INFO mapreduce.Job:  map 9% reduce 0%
16/08/15 16:50:27 INFO mapreduce.Job:  map 10% reduce 0%
16/08/15 16:50:35 INFO mapreduce.Job:  map 11% reduce 0%
16/08/15 16:50:36 INFO mapreduce.Job:  map 11% reduce 1%
16/08/15 16:50:41 INFO mapreduce.Job:  map 12% reduce 1%
16/08/15 16:50:51 INFO mapreduce.Job:  map 13% reduce 1%
16/08/15 16:50:59 INFO mapreduce.Job:  map 14% reduce 1%
16/08/15 16:51:06 INFO mapreduce.Job:  map 15% reduce 1%
16/08/15 16:51:14 INFO mapreduce.Job:  map 16% reduce 1%
16/08/15 16:51:22 INFO mapreduce.Job:  map 17% reduce 1%
16/08/15 16:51:25 INFO mapreduce.Job:  map 17% reduce 2%
16/08/15 16:51:29 INFO mapreduce.Job:  map 18% reduce 2%
16/08/15 16:51:39 INFO mapreduce.Job:  map 19% reduce 2%
